"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XPM9ZTAQ","blogPost","2014","Fiormonte, Domenico","Humanidades Digitales y diversidad cultural","Infolet","","","","http://infolet.it/2014/02/01/humanidades-digitales-y-diversidad-cultural/","","2014-01-02","2021-08-16 00:34:12","2021-08-16T00:34:12Z","2014-02-03 20:11:29","","","","","","","","","","","","","","","","","","","","","00000 Citation Key: Fiormonte2014Humanidades","","","","Diversidad; Jean-Claude Gardin; Manfred Thaller; María José Vega; Padre Busa; Tito Orlandi; humanidades digitales","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
